index,lat,lon,timestamp,amenity,tags,name,num_tags
224,49.2799433,-123.1137757,2018-06-24T17:49:13.000-07:00,marketplace,{'opening_hours': 'Th 15:00-19:00'},Downtown Farmers Market,1.0
225,49.2579975,-123.0611751,2021-05-28T01:36:26.000-07:00,marketplace,{'opening_hours': 'Sa 09:00-14:00'},Trout Lake Farmer's Market,1.0
227,49.0269034,-122.426808,2019-01-17T20:46:11.000-08:00,fountain,{'fountain': 'aeration'},,1.0
228,49.03348,-122.8007654,2017-02-14T20:25:30.000-08:00,cinema,{'website': 'http://www.hollywood3.ca/listings/rialto-white-rock/'},Rialto White Rock,1.0
229,49.196528,-123.177766,2011-04-28T05:16:17.000-07:00,lounge,{'operator': 'JAL'},Sakura Lounge,1.0
230,49.1971369,-123.1757077,2012-11-17T03:14:13.000-08:00,lounge,{'operator': 'Air Canada'},Maple Leaf Lounge,1.0
231,49.198838,-123.181392,2011-04-28T05:16:17.000-07:00,lounge,{'operator': 'British Airways'},,1.0
232,49.267476,-123.1192433,2019-04-08T23:57:19.000-07:00,fountain,{'note': 'Great view of the Lions. Follow the line of red bricks.'},,1.0
234,49.2541793,-123.236261,2011-04-06T05:55:49.000-07:00,fountain,{'man_made': 'water_works'},,1.0
243,49.2851188,-123.113945,2021-12-12T03:59:40.000-08:00,clock,{'display': 'analog'},"""Meet You Under the Clock""",1.0
244,49.0465208,-122.2871385,2018-10-29T22:51:53.000-07:00,biergarten,{'covered': 'no'},,1.0
245,49.3874969,-123.074036,2022-08-16T21:26:32.000-07:00,Observation Platform,"{'website': 'https://grousemountain.com/eye-of-the-wind', 'generator:method': 'wind_turbine', 'man_made': 'tower', 'tourism': 'yes', 'description': 'Leitwind', 'generator:type': 'horizontal_axis', 'operator': 'Grouse Mountain Resort', 'tower:type': 'observation', 'manufacturer:type': '1.5 SLE', 'ref': 'GMT1', 'generator:output:electricity': '1.5 MW', 'generator:source': 'wind', 'power': 'generator', 'tower:construction': 'tower', 'start_date': '2010', 'height': '65 m'}",Eye of the Wind,16.0
246,49.1253223,-123.1828673,2020-02-19T03:52:40.000-08:00,post_office,"{'wheelchair': 'no', 'addr:housenumber': '3811', 'post_office:brand:wikidata': 'Q1032001', 'tourism': 'information', 'post_office:operator': 'Canada Post', 'information': 'office', 'addr:street': 'Moncton Street', 'addr:postcode': 'V7E 3A0', 'post_office:brand:wikipedia': 'en:Canada Post', 'post_office:brand': 'Canada Post'}",Steveston Village,10.0
247,49.2843841,-123.10889,2021-06-26T18:34:54.000-07:00,clock,"{'wheelchair': 'yes', 'addr:housenumber': '305', 'historic': 'monument', 'visibility': 'street', 'display': 'analog', 'tourism': 'attraction', 'wikipedia': 'en:Steam clock#Gastown steam clock', 'addr:street': 'Water Street', 'wikidata': 'Q107352564', 'support': 'ground'}",Gastown Steam Clock,10.0
248,49.3266818,-122.950121,2021-03-13T23:38:36.000-08:00,cafe,"{'website': 'https://honeydoughnuts.com', 'addr:housenumber': '4373', 'phone': '+1-604-929-4988', 'level': '0', 'opening_hours': '06:00-17:00; Dec 7 06:00-16:00; Dec 24 06:00-14:00; Dec 25 off; Dec 26 off; Dec 31 06:00-14:00; Jan 1 08:00-16:00', 'tourism': 'attraction', 'cuisine': 'donut', 'addr:street': 'Gallant Avenue', 'addr:city': 'North Vancouver'}",Honey Doughnuts & Goodies,9.0
249,49.2695175,-123.1398156,2022-04-08T23:03:09.000-07:00,fountain,"{'level:ref': 'L2', 'fountain': 'waterfall', 'lit': 'yes', 'covered': 'yes', 'tourism': 'attraction', 'drinking_water': 'no', 'operator': 'The Waterfall Building'}",The Waterfall,7.0
250,49.2851447,-123.1140076,2019-01-21T19:15:04.000-08:00,clock,"{'visibility': 'street', 'old_name': 'Trorey', 'display': 'analog', 'tourism': 'attraction', 'faces': '4', 'support': 'pole', 'operator': 'Birks'}",Birks Clock,7.0
251,49.048782,-122.3042782,2022-05-13T21:54:35.000-07:00,bench,"{'website': 'https://www.tourismabbotsford.ca/Benches', 'backrest': 'yes', 'artist_name': 'Norm Williams', 'tourism': 'artwork', 'artwork_type': 'sculpture', 'start_date': '2001'}",Valley Feed Bag bench,6.0
252,49.0491529,-122.2902052,2022-05-13T21:58:37.000-07:00,bench,"{'website': 'https://www.tourismabbotsford.ca/Benches', 'artist_name': 'Vladimir Chved', 'tourism': 'artwork', 'artwork_type': 'statue', 'operator': 'Dream Art Productions inc. (604)702 1129', 'start_date': '1999'}",Three Men Telling Tall Tales Bench 1999,6.0
253,49.0478988,-122.2904894,2022-05-13T22:10:14.000-07:00,bench,"{'tourism': 'artwork', 'inscription': 'Expressions bench sponsored by Abbotsford Arts Council 1999', 'website': 'https://www.tourismabbotsford.ca/Benches', 'artwork_type': 'sculpture', 'artist_name': 'Brian C. Davidson'}",Expressions,5.0
254,49.0499932,-122.290217,2022-05-13T21:49:21.000-07:00,bench,"{'tourism': 'artwork', 'description': 'Inspired by all who are dedicated to the care and protection of our natural environment', 'website': 'https://www.tourismabbotsford.ca/Benches', 'artwork_type': 'sculpture', 'material': 'wood'}",,5.0
255,49.0488691,-122.2886721,2022-05-13T21:51:32.000-07:00,bench,"{'tourism': 'artwork', 'description': 'The Abbotsford News', 'website': 'https://www.tourismabbotsford.ca/Benches', 'artwork_type': 'sculpture', 'artist_name': 'Norm Williams'}",STRAUSS AND GALLO WATCHING THE FARM,5.0
256,49.3047071,-123.0032112,2015-05-18T04:09:37.000-07:00,bench,"{'tourism': 'viewpoint', 'material': 'wood', 'seats': '6'}",,3.0
257,49.1998427,-122.5851295,2018-01-01T17:26:33.000-08:00,bench,"{'tourism': 'viewpoint', 'backrest': 'yes'}",,2.0
258,49.0691511,-122.2828813,2019-05-05T23:20:15.000-07:00,bench,"{'tourism': 'viewpoint', 'layer': '1'}",Co-op Community Viewing Platform,2.0
259,49.3617008,-123.1457361,2010-05-16T22:37:04.000-07:00,bench,{'tourism': 'picnic_site'},,1.0
260,49.3751531,-123.166041,2010-05-25T01:47:04.000-07:00,bench,{'tourism': 'picnic_site'},,1.0
261,49.2863422,-122.7869976,2013-01-20T03:38:20.000-08:00,shelter,{'tourism': 'information'},Trans Canada Trail Pavillion,1.0
262,49.2805577,-122.9349394,2013-01-20T03:38:19.000-08:00,shelter,{'tourism': 'information'},Trans Canada Trail Pavillion,1.0
263,49.194871,-122.5652559,2013-01-20T03:38:19.000-08:00,shelter,{'tourism': 'information'},Trans Canada Trail Pavillion,1.0
264,49.169281,-122.5755724,2013-01-20T03:38:19.000-08:00,shelter,{'tourism': 'information'},Trans Canada Trail Pavillion,1.0
265,49.122925,-122.3004412,2017-01-16T14:40:53.000-08:00,shelter,{'tourism': 'information'},Trans Canada Trail Pavillion,1.0
266,49.0996293,-122.0053302,2013-01-20T03:38:19.000-08:00,shelter,{'tourism': 'information'},Trans Canada Trail Pavillion,1.0
267,49.4063603,-123.2137333,2010-12-23T22:11:54.000-08:00,bench,{'tourism': 'viewpoint'},Bowen Lookout,1.0
268,49.3757549,-123.2590865,2022-06-20T06:11:06.000-07:00,bench,{'tourism': 'viewpoint'},,1.0
